Depth,Total Be Prod,Spallation Be Prod,Muon Be Prod
g/cm2,at/g/yr,at/g/yr,at/g/yr
23890,0.001233817,5.72E-65,0.001233817
23895,0.001233428,5.54E-65,0.001233428
23900,0.00123304,5.37E-65,0.00123304
23905,0.001232652,5.21E-65,0.001232652
23910,0.001232265,5.05E-65,0.001232265
23915,0.001231877,4.89E-65,0.001231877
23920,0.00123149,4.74E-65,0.00123149
23925,0.001231102,4.60E-65,0.001231102
23930,0.001230715,4.46E-65,0.001230715
23935,0.001230328,4.32E-65,0.001230328
23940,0.001229942,4.19E-65,0.001229942
23945,0.001229555,4.06E-65,0.001229555
23950,0.001229169,3.93E-65,0.001229169
23955,0.001228783,3.81E-65,0.001228783
23960,0.001228397,3.69E-65,0.001228397
23965,0.001228011,3.58E-65,0.001228011
23970,0.001227625,3.47E-65,0.001227625
23975,0.00122724,3.36E-65,0.00122724
23980,0.001226854,3.26E-65,0.001226854
23985,0.001226469,3.16E-65,0.001226469
23990,0.001226084,3.06E-65,0.001226084
23995,0.0012257,2.97E-65,0.0012257
24000,0.001225315,2.88E-65,0.001225315
24005,0.001224931,2.79E-65,0.001224931
24010,0.001224546,2.70E-65,0.001224546
24015,0.001224162,2.62E-65,0.001224162
24020,0.001223778,2.54E-65,0.001223778
24025,0.001223395,2.46E-65,0.001223395
24030,0.001223011,2.38E-65,0.001223011
24035,0.001222628,2.31E-65,0.001222628
24040,0.001222244,2.24E-65,0.001222244
24045,0.001221861,2.17E-65,0.001221861
24050,0.001221478,2.10E-65,0.001221478
24055,0.001221096,2.04E-65,0.001221096
24060,0.001220713,1.98E-65,0.001220713
24065,0.001220331,1.92E-65,0.001220331
24070,0.001219949,1.86E-65,0.001219949
24075,0.001219567,1.80E-65,0.001219567
24080,0.001219185,1.74E-65,0.001219185
24085,0.001218803,1.69E-65,0.001218803
24090,0.001218422,1.64E-65,0.001218422
24095,0.001218041,1.59E-65,0.001218041
24100,0.001217659,1.54E-65,0.001217659
24105,0.001217278,1.49E-65,0.001217278
24110,0.001216898,1.45E-65,0.001216898
24115,0.001216517,1.40E-65,0.001216517
24120,0.001216137,1.36E-65,0.001216137
24125,0.001215756,1.32E-65,0.001215756
24130,0.001215376,1.28E-65,0.001215376
24135,0.001214996,1.24E-65,0.001214996
24140,0.001214616,1.20E-65,0.001214616
24145,0.001214237,1.16E-65,0.001214237
24150,0.001213857,1.13E-65,0.001213857
24155,0.001213478,1.09E-65,0.001213478
24160,0.001213099,1.06E-65,0.001213099
24165,0.00121272,1.03E-65,0.00121272
24170,0.001212341,9.94E-66,0.001212341
24175,0.001211963,9.63E-66,0.001211963
24180,0.001211585,9.34E-66,0.001211585
24185,0.001211206,9.05E-66,0.001211206
24190,0.001210828,8.77E-66,0.001210828
24195,0.00121045,8.50E-66,0.00121045
24200,0.001210073,8.24E-66,0.001210073
24205,0.001209695,7.99E-66,0.001209695
24210,0.001209318,7.74E-66,0.001209318
24215,0.001208941,7.50E-66,0.001208941
24220,0.001208563,7.27E-66,0.001208563
24225,0.001208187,7.05E-66,0.001208187
24230,0.00120781,6.83E-66,0.00120781
24235,0.001207433,6.62E-66,0.001207433
24240,0.001207057,6.42E-66,0.001207057
24245,0.001206681,6.22E-66,0.001206681
24250,0.001206305,6.03E-66,0.001206305
24255,0.001205929,5.84E-66,0.001205929
24260,0.001205553,5.66E-66,0.001205553
24265,0.001205178,5.49E-66,0.001205178
24270,0.001204802,5.32E-66,0.001204802
24275,0.001204427,5.16E-66,0.001204427
24280,0.001204052,5.00E-66,0.001204052
24285,0.001203677,4.84E-66,0.001203677
24290,0.001203303,4.70E-66,0.001203303
24295,0.001202928,4.55E-66,0.001202928
24300,0.001202554,4.41E-66,0.001202554
24305,0.00120218,4.28E-66,0.00120218
24310,0.001201806,4.14E-66,0.001201806
24315,0.001201432,4.02E-66,0.001201432
24320,0.001201058,3.89E-66,0.001201058
24325,0.001200685,3.77E-66,0.001200685
24330,0.001200311,3.66E-66,0.001200311
24335,0.001199938,3.54E-66,0.001199938
24340,0.001199565,3.44E-66,0.001199565
24345,0.001199192,3.33E-66,0.001199192
24350,0.00119882,3.23E-66,0.00119882
24355,0.001198447,3.13E-66,0.001198447
24360,0.001198075,3.03E-66,0.001198075
24365,0.001197703,2.94E-66,0.001197703
24370,0.001197331,2.85E-66,0.001197331
24375,0.001196959,2.76E-66,0.001196959
24380,0.001196587,2.68E-66,0.001196587
24385,0.001196216,2.59E-66,0.001196216
24390,0.001195845,2.51E-66,0.001195845
24395,0.001195473,2.44E-66,0.001195473
24400,0.001195102,2.36E-66,0.001195102
24405,0.001194732,2.29E-66,0.001194732
24410,0.001194361,2.22E-66,0.001194361
24415,0.00119399,2.15E-66,0.00119399
24420,0.00119362,2.08E-66,0.00119362
24425,0.00119325,2.02E-66,0.00119325
24430,0.00119288,1.96E-66,0.00119288
24435,0.00119251,1.90E-66,0.00119251
24440,0.00119214,1.84E-66,0.00119214
24445,0.001191771,1.78E-66,0.001191771
24450,0.001191402,1.73E-66,0.001191402
24455,0.001191032,1.67E-66,0.001191032
24460,0.001190663,1.62E-66,0.001190663
24465,0.001190294,1.57E-66,0.001190294
24470,0.001189926,1.52E-66,0.001189926
24475,0.001189557,1.48E-66,0.001189557
24480,0.001189189,1.43E-66,0.001189189
24485,0.001188821,1.39E-66,0.001188821
24490,0.001188453,1.35E-66,0.001188453
24495,0.001188085,1.30E-66,0.001188085
24500,0.001187717,1.26E-66,0.001187717
24505,0.00118735,1.22E-66,0.00118735
24510,0.001186982,1.19E-66,0.001186982
24515,0.001186615,1.15E-66,0.001186615
24520,0.001186248,1.12E-66,0.001186248
24525,0.001185881,1.08E-66,0.001185881
24530,0.001185514,1.05E-66,0.001185514
24535,0.001185148,1.02E-66,0.001185148
24540,0.001184781,9.84E-67,0.001184781
24545,0.001184415,9.54E-67,0.001184415
24550,0.001184049,9.25E-67,0.001184049
24555,0.001183683,8.96E-67,0.001183683
24560,0.001183318,8.69E-67,0.001183318
24565,0.001182952,8.42E-67,0.001182952
24570,0.001182587,8.16E-67,0.001182587
24575,0.001182221,7.91E-67,0.001182221
24580,0.001181856,7.67E-67,0.001181856
24585,0.001181491,7.43E-67,0.001181491
24590,0.001181127,7.20E-67,0.001181127
24595,0.001180762,6.98E-67,0.001180762
24600,0.001180397,6.76E-67,0.001180397
24605,0.001180033,6.56E-67,0.001180033
24610,0.001179669,6.35E-67,0.001179669
24615,0.001179305,6.16E-67,0.001179305
24620,0.001178941,5.97E-67,0.001178941
24625,0.001178578,5.79E-67,0.001178578
24630,0.001178214,5.61E-67,0.001178214
24635,0.001177851,5.44E-67,0.001177851
24640,0.001177488,5.27E-67,0.001177488
24645,0.001177125,5.11E-67,0.001177125
24650,0.001176762,4.95E-67,0.001176762
24655,0.001176399,4.80E-67,0.001176399
24660,0.001176037,4.65E-67,0.001176037
24665,0.001175674,4.51E-67,0.001175674
24670,0.001175312,4.37E-67,0.001175312
24675,0.00117495,4.23E-67,0.00117495
24680,0.001174588,4.10E-67,0.001174588
24685,0.001174227,3.98E-67,0.001174227
24690,0.001173865,3.85E-67,0.001173865
24695,0.001173504,3.74E-67,0.001173504
24700,0.001173142,3.62E-67,0.001173142
24705,0.001172781,3.51E-67,0.001172781
24710,0.001172421,3.40E-67,0.001172421
24715,0.00117206,3.30E-67,0.00117206
24720,0.001171699,3.20E-67,0.001171699
24725,0.001171339,3.10E-67,0.001171339
24730,0.001170978,3.00E-67,0.001170978
24735,0.001170618,2.91E-67,0.001170618
24740,0.001170258,2.82E-67,0.001170258
24745,0.001169899,2.73E-67,0.001169899
24750,0.001169539,2.65E-67,0.001169539
24755,0.00116918,2.57E-67,0.00116918
24760,0.00116882,2.49E-67,0.00116882
24765,0.001168461,2.41E-67,0.001168461
24770,0.001168102,2.34E-67,0.001168102
24775,0.001167743,2.27E-67,0.001167743
24780,0.001167385,2.20E-67,0.001167385
24785,0.001167026,2.13E-67,0.001167026
24790,0.001166668,2.06E-67,0.001166668
24795,0.001166309,2.00E-67,0.001166309
24800,0.001165951,1.94E-67,0.001165951
24805,0.001165594,1.88E-67,0.001165594
24810,0.001165236,1.82E-67,0.001165236
24815,0.001164878,1.76E-67,0.001164878
24820,0.001164521,1.71E-67,0.001164521
24825,0.001164164,1.66E-67,0.001164164
24830,0.001163806,1.61E-67,0.001163806
24835,0.00116345,1.56E-67,0.00116345
24840,0.001163093,1.51E-67,0.001163093
24845,0.001162736,1.46E-67,0.001162736
24850,0.00116238,1.42E-67,0.00116238
24855,0.001162023,1.37E-67,0.001162023
24860,0.001161667,1.33E-67,0.001161667
24865,0.001161311,1.29E-67,0.001161311
24870,0.001160955,1.25E-67,0.001160955
24875,0.0011606,1.21E-67,0.0011606
24880,0.001160244,1.18E-67,0.001160244
24885,0.001159889,1.14E-67,0.001159889
24890,0.001159533,1.10E-67,0.001159533
24895,0.001159178,1.07E-67,0.001159178
24900,0.001158824,1.04E-67,0.001158824
24905,0.001158469,1.01E-67,0.001158469
24910,0.001158114,9.75E-68,0.001158114
24915,0.00115776,9.45E-68,0.00115776
24920,0.001157405,9.16E-68,0.001157405
24925,0.001157051,8.87E-68,0.001157051
24930,0.001156697,8.60E-68,0.001156697
24935,0.001156344,8.34E-68,0.001156344
24940,0.00115599,8.08E-68,0.00115599
24945,0.001155636,7.83E-68,0.001155636
24950,0.001155283,7.59E-68,0.001155283
24955,0.00115493,7.36E-68,0.00115493
24960,0.001154577,7.13E-68,0.001154577
24965,0.001154224,6.91E-68,0.001154224
24970,0.001153871,6.70E-68,0.001153871
24975,0.001153519,6.49E-68,0.001153519
24980,0.001153166,6.29E-68,0.001153166
24985,0.001152814,6.10E-68,0.001152814
24990,0.001152462,5.91E-68,0.001152462
24995,0.00115211,5.73E-68,0.00115211
25000,0.001151758,5.55E-68,0.001151758
25005,0.001151406,5.38E-68,0.001151406
25010,0.001151055,5.22E-68,0.001151055
25015,0.001150703,5.06E-68,0.001150703
25020,0.001150352,4.90E-68,0.001150352
25025,0.001150001,4.75E-68,0.001150001
25030,0.00114965,4.60E-68,0.00114965
25035,0.0011493,4.46E-68,0.0011493
25040,0.001148949,4.32E-68,0.001148949
25045,0.001148599,4.19E-68,0.001148599
25050,0.001148248,4.06E-68,0.001148248
25055,0.001147898,3.94E-68,0.001147898
25060,0.001147548,3.82E-68,0.001147548
25065,0.001147198,3.70E-68,0.001147198
25070,0.001146849,3.59E-68,0.001146849
25075,0.001146499,3.47E-68,0.001146499
25080,0.00114615,3.37E-68,0.00114615
25085,0.001145821,3.26E-68,0.001145821
25090,0.001145472,3.16E-68,0.001145472
25095,0.001145123,3.07E-68,0.001145123
25100,0.001144774,2.97E-68,0.001144774
25105,0.001144425,2.88E-68,0.001144425
25110,0.001144077,2.79E-68,0.001144077
25115,0.001143728,2.71E-68,0.001143728
25120,0.00114338,2.62E-68,0.00114338
25125,0.001143032,2.54E-68,0.001143032
25130,0.001142684,2.46E-68,0.001142684
25135,0.001142337,2.39E-68,0.001142337
25140,0.001141989,2.31E-68,0.001141989
25145,0.001141642,2.24E-68,0.001141642
25150,0.001141295,2.17E-68,0.001141295
25155,0.001140947,2.11E-68,0.001140947
25160,0.0011406,2.04E-68,0.0011406
25165,0.001140254,1.98E-68,0.001140254
25170,0.001139907,1.92E-68,0.001139907
25175,0.001139561,1.86E-68,0.001139561
25180,0.001139214,1.80E-68,0.001139214
25185,0.001138868,1.75E-68,0.001138868
25190,0.001138522,1.69E-68,0.001138522
25195,0.001138176,1.64E-68,0.001138176
25200,0.00113783,1.59E-68,0.00113783
25205,0.001137485,1.54E-68,0.001137485
25210,0.001137139,1.49E-68,0.001137139
25215,0.001136794,1.45E-68,0.001136794
25220,0.001136449,1.40E-68,0.001136449
25225,0.001136104,1.36E-68,0.001136104
25230,0.001135759,1.32E-68,0.001135759
25235,0.001135414,1.28E-68,0.001135414
25240,0.00113507,1.24E-68,0.00113507
25245,0.001134725,1.20E-68,0.001134725
25250,0.001134381,1.16E-68,0.001134381
25255,0.001134037,1.13E-68,0.001134037
25260,0.001133693,1.09E-68,0.001133693
25265,0.001133349,1.06E-68,0.001133349
25270,0.001133006,1.03E-68,0.001133006
25275,0.001132662,9.96E-69,0.001132662
25280,0.001132319,9.65E-69,0.001132319
25285,0.001131976,9.35E-69,0.001131976
25290,0.001131633,9.06E-69,0.001131633
25295,0.00113129,8.79E-69,0.00113129
25300,0.001130947,8.52E-69,0.001130947
25305,0.001130604,8.25E-69,0.001130604
25310,0.001130262,8.00E-69,0.001130262
25315,0.00112992,7.75E-69,0.00112992
25320,0.001129577,7.51E-69,0.001129577
25325,0.001129235,7.28E-69,0.001129235
25330,0.001128894,7.06E-69,0.001128894
25335,0.001128552,6.84E-69,0.001128552
25340,0.00112821,6.63E-69,0.00112821
25345,0.001127869,6.43E-69,0.001127869
25350,0.001127528,6.23E-69,0.001127528
25355,0.001127186,6.04E-69,0.001127186
25360,0.001126845,5.85E-69,0.001126845
25365,0.001126505,5.67E-69,0.001126505
25370,0.001126164,5.50E-69,0.001126164
25375,0.001125823,5.33E-69,0.001125823
25380,0.001125483,5.16E-69,0.001125483
25385,0.001125143,5.01E-69,0.001125143
25390,0.001124803,4.85E-69,0.001124803
25395,0.001124463,4.70E-69,0.001124463
25400,0.001124123,4.56E-69,0.001124123
25405,0.001123783,4.42E-69,0.001123783
25410,0.001123444,4.28E-69,0.001123444
25415,0.001123104,4.15E-69,0.001123104
25420,0.001122765,4.02E-69,0.001122765
25425,0.001122426,3.90E-69,0.001122426
25430,0.001122087,3.78E-69,0.001122087
25435,0.001121748,3.66E-69,0.001121748
25440,0.00112141,3.55E-69,0.00112141
25445,0.001121071,3.44E-69,0.001121071
25450,0.001120733,3.33E-69,0.001120733
25455,0.001120395,3.23E-69,0.001120395
25460,0.001120057,3.13E-69,0.001120057
25465,0.001119719,3.04E-69,0.001119719
25470,0.001119381,2.94E-69,0.001119381
25475,0.001119044,2.85E-69,0.001119044
25480,0.001118706,2.76E-69,0.001118706
25485,0.001118369,2.68E-69,0.001118369
25490,0.001118032,2.60E-69,0.001118032
25495,0.001117695,2.52E-69,0.001117695
25500,0.001117358,2.44E-69,0.001117358
25505,0.001117021,2.36E-69,0.001117021
25510,0.001116684,2.29E-69,0.001116684
25515,0.001116348,2.22E-69,0.001116348
25520,0.001116012,2.15E-69,0.001116012
25525,0.001115676,2.09E-69,0.001115676
25530,0.00111534,2.02E-69,0.00111534
25535,0.001115004,1.96E-69,0.001115004
25540,0.001114668,1.90E-69,0.001114668
25545,0.001114332,1.84E-69,0.001114332
25550,0.001113997,1.78E-69,0.001113997
25555,0.001113662,1.73E-69,0.001113662
25560,0.001113327,1.68E-69,0.001113327
25565,0.001112992,1.63E-69,0.001112992
25570,0.001112657,1.58E-69,0.001112657
25575,0.001112322,1.53E-69,0.001112322
25580,0.001111987,1.48E-69,0.001111987
25585,0.001111653,1.43E-69,0.001111653
25590,0.001111319,1.39E-69,0.001111319
25595,0.001110985,1.35E-69,0.001110985
25600,0.001110651,1.31E-69,0.001110651
25605,0.001110317,1.27E-69,0.001110317
25610,0.001109983,1.23E-69,0.001109983
25615,0.00110965,1.19E-69,0.00110965
25620,0.001109316,1.15E-69,0.001109316
25625,0.001108983,1.12E-69,0.001108983
25630,0.00110865,1.08E-69,0.00110865
25635,0.001108317,1.05E-69,0.001108317
25640,0.001107984,1.02E-69,0.001107984
25645,0.001107651,9.86E-70,0.001107651
25650,0.001107319,9.55E-70,0.001107319
25655,0.001106986,9.26E-70,0.001106986
25660,0.001106654,8.98E-70,0.001106654
25665,0.001106322,8.70E-70,0.001106322
25670,0.00110599,8.43E-70,0.00110599
25675,0.001105658,8.17E-70,0.001105658
25680,0.001105326,7.92E-70,0.001105326
25685,0.001104995,7.68E-70,0.001104995
25690,0.001104663,7.44E-70,0.001104663
25695,0.001104332,7.21E-70,0.001104332
25700,0.001104001,6.99E-70,0.001104001
25705,0.00110367,6.77E-70,0.00110367
25710,0.001103339,6.57E-70,0.001103339
25715,0.001103008,6.36E-70,0.001103008
25720,0.001102678,6.17E-70,0.001102678
25725,0.001102347,5.98E-70,0.001102347
25730,0.001102017,5.79E-70,0.001102017
25735,0.001101687,5.62E-70,0.001101687
25740,0.001101357,5.44E-70,0.001101357
25745,0.001101027,5.28E-70,0.001101027
25750,0.001100697,5.11E-70,0.001100697
25755,0.001100368,4.96E-70,0.001100368
25760,0.001100038,4.80E-70,0.001100038
25765,0.001099709,4.66E-70,0.001099709
25770,0.00109938,4.51E-70,0.00109938
25775,0.001099051,4.37E-70,0.001099051
25780,0.001098722,4.24E-70,0.001098722
25785,0.001098393,4.11E-70,0.001098393
25790,0.001098065,3.98E-70,0.001098065
25795,0.001097736,3.86E-70,0.001097736
25800,0.001097408,3.74E-70,0.001097408
25805,0.00109708,3.63E-70,0.00109708
25810,0.001096752,3.51E-70,0.001096752
25815,0.001096424,3.41E-70,0.001096424
25820,0.001096096,3.30E-70,0.001096096
25825,0.001095768,3.20E-70,0.001095768
25830,0.001095441,3.10E-70,0.001095441
25835,0.001095113,3.01E-70,0.001095113
25840,0.001094786,2.91E-70,0.001094786
25845,0.001094459,2.82E-70,0.001094459
25850,0.001094132,2.74E-70,0.001094132
25855,0.001093805,2.65E-70,0.001093805
25860,0.001093479,2.57E-70,0.001093479
25865,0.001093152,2.49E-70,0.001093152
25870,0.001092826,2.42E-70,0.001092826
25875,0.0010925,2.34E-70,0.0010925
25880,0.001092174,2.27E-70,0.001092174
25885,0.001091848,2.20E-70,0.001091848
25890,0.001091522,2.13E-70,0.001091522
25895,0.001091196,2.07E-70,0.001091196
25900,0.001090871,2.00E-70,0.001090871
25905,0.001090545,1.94E-70,0.001090545
25910,0.00109022,1.88E-70,0.00109022
25915,0.001089895,1.82E-70,0.001089895
25920,0.00108957,1.77E-70,0.00108957
25925,0.001089245,1.71E-70,0.001089245
25930,0.00108892,1.66E-70,0.00108892
25935,0.001088596,1.61E-70,0.001088596
25940,0.001088271,1.56E-70,0.001088271
25945,0.001087947,1.51E-70,0.001087947
25950,0.001087623,1.47E-70,0.001087623
25955,0.001087299,1.42E-70,0.001087299
25960,0.001086975,1.38E-70,0.001086975
25965,0.001086651,1.33E-70,0.001086651
25970,0.001086328,1.29E-70,0.001086328
25975,0.001086004,1.25E-70,0.001086004
25980,0.001085681,1.21E-70,0.001085681
25985,0.001085358,1.18E-70,0.001085358
25990,0.001085035,1.14E-70,0.001085035
25995,0.001084712,1.11E-70,0.001084712
26000,0.001084389,1.07E-70,0.001084389
26005,0.001084066,1.04E-70,0.001084066
26010,0.001083744,1.01E-70,0.001083744
26015,0.001083421,9.76E-71,0.001083421
26020,0.001083099,9.46E-71,0.001083099
26025,0.001082777,9.17E-71,0.001082777
26030,0.001082455,8.89E-71,0.001082455
26035,0.001082133,8.61E-71,0.001082133
26040,0.001081812,8.35E-71,0.001081812
26045,0.00108149,8.09E-71,0.00108149
26050,0.001081169,7.84E-71,0.001081169
26055,0.001080847,7.60E-71,0.001080847
26060,0.001080526,7.37E-71,0.001080526
26065,0.001080205,7.14E-71,0.001080205
26070,0.001079884,6.92E-71,0.001079884
26075,0.001079564,6.71E-71,0.001079564
26080,0.001079243,6.50E-71,0.001079243
26085,0.001078923,6.30E-71,0.001078923
26090,0.001078602,6.11E-71,0.001078602
26095,0.001078282,5.92E-71,0.001078282
26100,0.001077962,5.74E-71,0.001077962
26105,0.001077642,5.56E-71,0.001077642
26110,0.001077322,5.39E-71,0.001077322
26115,0.001077003,5.22E-71,0.001077003
26120,0.001076683,5.06E-71,0.001076683
26125,0.001076364,4.91E-71,0.001076364
26130,0.001076044,4.76E-71,0.001076044
26135,0.001075725,4.61E-71,0.001075725
26140,0.001075406,4.47E-71,0.001075406
26145,0.001075088,4.33E-71,0.001075088
26150,0.001074769,4.20E-71,0.001074769
26155,0.00107445,4.07E-71,0.00107445
26160,0.001074132,3.94E-71,0.001074132
26165,0.001073814,3.82E-71,0.001073814
26170,0.001073495,3.70E-71,0.001073495
26175,0.001073177,3.59E-71,0.001073177
26180,0.001072859,3.48E-71,0.001072859
26185,0.001072542,3.37E-71,0.001072542
26190,0.001072224,3.27E-71,0.001072224
26195,0.001071906,3.17E-71,0.001071906
26200,0.001071589,3.07E-71,0.001071589
26205,0.001071272,2.98E-71,0.001071272
26210,0.001070955,2.89E-71,0.001070955
26215,0.001070638,2.80E-71,0.001070638
26220,0.001070321,2.71E-71,0.001070321
26225,0.001070004,2.63E-71,0.001070004
26230,0.001069688,2.55E-71,0.001069688
26235,0.001069371,2.47E-71,0.001069371
26240,0.001069055,2.39E-71,0.001069055
26245,0.001068739,2.32E-71,0.001068739
26250,0.001068423,2.25E-71,0.001068423
26255,0.001068107,2.18E-71,0.001068107
26260,0.001067791,2.11E-71,0.001067791
26265,0.001067475,2.05E-71,0.001067475
26270,0.00106716,1.98E-71,0.00106716
26275,0.001066845,1.92E-71,0.001066845
26280,0.001066529,1.86E-71,0.001066529
26285,0.001066214,1.81E-71,0.001066214
26290,0.001065899,1.75E-71,0.001065899
26295,0.001065584,1.70E-71,0.001065584
26300,0.00106527,1.64E-71,0.00106527
26305,0.001064955,1.59E-71,0.001064955
26310,0.001064641,1.54E-71,0.001064641
26315,0.001064326,1.50E-71,0.001064326
26320,0.001064012,1.45E-71,0.001064012
26325,0.001063698,1.41E-71,0.001063698
26330,0.001063384,1.36E-71,0.001063384
26335,0.00106307,1.32E-71,0.00106307
26340,0.001062757,1.28E-71,0.001062757
26345,0.001062443,1.24E-71,0.001062443
26350,0.00106213,1.20E-71,0.00106213
26355,0.001061817,1.17E-71,0.001061817
26360,0.001061503,1.13E-71,0.001061503
26365,0.00106119,1.10E-71,0.00106119
26370,0.001060878,1.06E-71,0.001060878
26375,0.001060565,1.03E-71,0.001060565
26380,0.001060252,9.97E-72,0.001060252
26385,0.00105994,9.66E-72,0.00105994
26390,0.001059627,9.37E-72,0.001059627
26395,0.001059315,9.08E-72,0.001059315
26400,0.001059003,8.80E-72,0.001059003
26405,0.001058691,8.53E-72,0.001058691
26410,0.001058379,8.27E-72,0.001058379
26415,0.001058068,8.01E-72,0.001058068
26420,0.001057756,7.77E-72,0.001057756
26425,0.001057445,7.53E-72,0.001057445
26430,0.001057133,7.29E-72,0.001057133
26435,0.001056822,7.07E-72,0.001056822
26440,0.001056511,6.85E-72,0.001056511
26445,0.0010562,6.64E-72,0.0010562
26450,0.001055889,6.44E-72,0.001055889
26455,0.001055579,6.24E-72,0.001055579
26460,0.001055268,6.05E-72,0.001055268
26465,0.001054958,5.86E-72,0.001054958
26470,0.001054648,5.68E-72,0.001054648
26475,0.001054338,5.51E-72,0.001054338
26480,0.001054028,5.34E-72,0.001054028
26485,0.001053718,5.17E-72,0.001053718
26490,0.001053408,5.01E-72,0.001053408
26495,0.001053098,4.86E-72,0.001053098
26500,0.001052789,4.71E-72,0.001052789
26505,0.001052479,4.56E-72,0.001052479
26510,0.00105217,4.42E-72,0.00105217
26515,0.001051861,4.29E-72,0.001051861
26520,0.001051552,4.16E-72,0.001051552
26525,0.001051243,4.03E-72,0.001051243
26530,0.001050935,3.90E-72,0.001050935
26535,0.001050626,3.78E-72,0.001050626
26540,0.001050318,3.67E-72,0.001050318
26545,0.001050009,3.56E-72,0.001050009
26550,0.001049701,3.45E-72,0.001049701
26555,0.001049393,3.34E-72,0.001049393
26560,0.001049085,3.24E-72,0.001049085
26565,0.001048777,3.14E-72,0.001048777
26570,0.00104847,3.04E-72,0.00104847
26575,0.001048162,2.95E-72,0.001048162
26580,0.001047855,2.86E-72,0.001047855
26585,0.001047547,2.77E-72,0.001047547
26590,0.00104724,2.68E-72,0.00104724
26595,0.001046933,2.60E-72,0.001046933
26600,0.001046626,2.52E-72,0.001046626
26605,0.001046319,2.44E-72,0.001046319
26610,0.001046013,2.37E-72,0.001046013
26615,0.001045706,2.30E-72,0.001045706
26620,0.0010454,2.22E-72,0.0010454
26625,0.001045093,2.16E-72,0.001045093
26630,0.001044787,2.09E-72,0.001044787
26635,0.001044481,2.03E-72,0.001044481
26640,0.001044175,1.96E-72,0.001044175
26645,0.00104387,1.90E-72,0.00104387
26650,0.001043564,1.84E-72,0.001043564
26655,0.001043258,1.79E-72,0.001043258
26660,0.001042953,1.73E-72,0.001042953
26665,0.001042648,1.68E-72,0.001042648
26670,0.001042343,1.63E-72,0.001042343
26675,0.001042038,1.58E-72,0.001042038
26680,0.001041733,1.53E-72,0.001041733
26685,0.001041428,1.48E-72,0.001041428
26690,0.001041123,1.44E-72,0.001041123
26695,0.001040819,1.39E-72,0.001040819
26700,0.001040515,1.35E-72,0.001040515
26705,0.00104021,1.31E-72,0.00104021
26710,0.001039906,1.27E-72,0.001039906
26715,0.001039602,1.23E-72,0.001039602
26720,0.001039298,1.19E-72,0.001039298
26725,0.001038995,1.15E-72,0.001038995
26730,0.001038691,1.12E-72,0.001038691
26735,0.001038387,1.08E-72,0.001038387
26740,0.001038084,1.05E-72,0.001038084
26745,0.001037781,1.02E-72,0.001037781
26750,0.001037478,9.87E-73,0.001037478
26755,0.001037175,9.57E-73,0.001037175
26760,0.001036872,9.27E-73,0.001036872
26765,0.001036569,8.99E-73,0.001036569
26770,0.001036266,8.71E-73,0.001036266
26775,0.001035964,8.44E-73,0.001035964
26780,0.001035662,8.18E-73,0.001035662
26785,0.001035359,7.93E-73,0.001035359
26790,0.001035057,7.69E-73,0.001035057
26795,0.001034755,7.45E-73,0.001034755
26800,0.001034453,7.22E-73,0.001034453
26805,0.001034152,7.00E-73,0.001034152
26810,0.00103385,6.79E-73,0.00103385
26815,0.001033549,6.58E-73,0.001033549
26820,0.001033247,6.37E-73,0.001033247
26825,0.001032946,6.18E-73,0.001032946
26830,0.001032645,5.99E-73,0.001032645
26835,0.001032344,5.80E-73,0.001032344
26840,0.001032043,5.63E-73,0.001032043
26845,0.001031742,5.45E-73,0.001031742
26850,0.001031442,5.28E-73,0.001031442
26855,0.001031141,5.12E-73,0.001031141
26860,0.001030841,4.96E-73,0.001030841
26865,0.00103054,4.81E-73,0.00103054
26870,0.00103024,4.66E-73,0.00103024
26875,0.00102994,4.52E-73,0.00102994
26880,0.00102964,4.38E-73,0.00102964
26885,0.001029341,4.25E-73,0.001029341
26890,0.001029041,4.12E-73,0.001029041
26895,0.001028742,3.99E-73,0.001028742
26900,0.001028442,3.87E-73,0.001028442
26905,0.001028143,3.75E-73,0.001028143
26910,0.001027844,3.63E-73,0.001027844
26915,0.001027545,3.52E-73,0.001027545
26920,0.001027246,3.41E-73,0.001027246
26925,0.001026947,3.31E-73,0.001026947
26930,0.001026648,3.21E-73,0.001026648
26935,0.00102635,3.11E-73,0.00102635
26940,0.001026051,3.01E-73,0.001026051
26945,0.001025753,2.92E-73,0.001025753
26950,0.001025455,2.83E-73,0.001025455
26955,0.001025157,2.74E-73,0.001025157
26960,0.001024859,2.66E-73,0.001024859
26965,0.001024561,2.58E-73,0.001024561
26970,0.001024264,2.50E-73,0.001024264
26975,0.001023966,2.42E-73,0.001023966
26980,0.001023669,2.34E-73,0.001023669
26985,0.001023371,2.27E-73,0.001023371
26990,0.001023074,2.20E-73,0.001023074
26995,0.001022777,2.14E-73,0.001022777
27000,0.00102248,2.07E-73,0.00102248
27005,0.001022183,2.01E-73,0.001022183
27010,0.001021887,1.94E-73,0.001021887
27015,0.00102159,1.88E-73,0.00102159
27020,0.001021294,1.83E-73,0.001021294
27025,0.001020997,1.77E-73,0.001020997
27030,0.001020701,1.72E-73,0.001020701
27035,0.001020405,1.66E-73,0.001020405
27040,0.001020109,1.61E-73,0.001020109
27045,0.001019813,1.56E-73,0.001019813
27050,0.001019518,1.51E-73,0.001019518
